Timestamp,CPU Usage (%),RAM Usage (%)
2025-03-15 10:40:47.096,12.1,21.0
2025-03-15 10:40:47.297,13.1,21.0
2025-03-15 10:40:47.498,11.9,21.0
2025-03-15 10:40:47.699,13.3,21.0
2025-03-15 10:40:47.900,16.5,21.0
2025-03-15 10:40:48.100,35.1,21.0
2025-03-15 10:40:48.301,15.9,21.0
2025-03-15 10:40:48.501,12.7,21.0
2025-03-15 10:40:48.702,11.4,21.0
2025-03-15 10:40:48.903,14.9,21.0
2025-03-15 10:40:49.104,20.3,21.0
2025-03-15 10:40:49.304,15.4,21.0
2025-03-15 10:40:49.505,27.4,21.0
2025-03-15 10:40:49.706,19.3,21.1
2025-03-15 10:40:49.907,12.0,21.1
2025-03-15 10:40:50.107,15.1,21.1
2025-03-15 10:40:50.308,13.2,21.1
2025-03-15 10:40:50.509,12.1,21.1
2025-03-15 10:40:50.710,19.4,21.1
2025-03-15 10:40:50.910,21.9,21.1
2025-03-15 10:40:51.111,16.1,21.1
2025-03-15 10:40:51.312,12.2,21.1
2025-03-15 10:40:51.513,14.0,21.1
2025-03-15 10:40:51.714,13.9,21.1
2025-03-15 10:40:51.915,33.3,21.1
2025-03-15 10:40:52.115,33.9,21.1
2025-03-15 10:40:52.316,14.9,21.1
2025-03-15 10:40:52.517,14.0,21.1
2025-03-15 10:40:52.718,15.2,21.1
2025-03-15 10:40:52.919,14.0,21.1
2025-03-15 10:40:53.119,15.4,21.1
2025-03-15 10:40:53.320,29.6,21.1
2025-03-15 10:40:53.521,31.9,21.1
2025-03-15 10:40:53.722,15.0,21.1
2025-03-15 10:40:53.922,14.5,21.1
2025-03-15 10:40:54.123,19.7,21.1
2025-03-15 10:40:54.324,13.3,21.1
2025-03-15 10:40:54.525,24.2,21.1
2025-03-15 10:40:54.725,18.4,21.1
2025-03-15 10:40:54.926,14.5,21.1
2025-03-15 10:40:55.127,17.2,21.1
2025-03-15 10:40:55.327,12.7,21.1
2025-03-15 10:40:55.528,16.1,21.1
2025-03-15 10:40:55.729,15.0,21.1
2025-03-15 10:40:55.930,25.3,21.1
2025-03-15 10:40:56.130,17.8,21.1
2025-03-15 10:40:56.331,15.1,21.1
2025-03-15 10:40:56.532,16.1,21.1
2025-03-15 10:40:56.733,13.4,21.1
2025-03-15 10:40:56.933,27.0,21.1
2025-03-15 10:40:57.134,24.1,21.1
2025-03-15 10:40:57.335,15.7,21.1
2025-03-15 10:40:57.535,16.9,21.1
2025-03-15 10:40:57.736,15.9,21.1
2025-03-15 10:40:57.937,14.6,21.1
2025-03-15 10:40:58.138,17.8,21.1
2025-03-15 10:40:58.339,36.6,21.1
2025-03-15 10:40:58.539,23.3,21.1
2025-03-15 10:40:58.740,16.4,21.1
2025-03-15 10:40:58.941,16.4,21.1
2025-03-15 10:40:59.141,17.0,21.1
2025-03-15 10:40:59.342,16.1,21.1
