X_true,Y_true,X_Fake,Y_Fake,Re-Localize_time (ms),Pose Diff,Status
0,0,-0.5772701479757223,0.7301124568783313,110.94260215759277,0.9307550824104188,Success
0,0,0.47265334403036396,-0.19573053472694735,160.3705883026123,0.5115775853647053,Success
0,0,-0.034206297902387384,0.9892860008896831,152.9242992401123,0.9898771956018024,Success
0,0,0.42518675372784664,-0.871842437161334,Timeout,0.9699963973031236,Failed
0,0,-0.35705450244910764,-0.9210137052802077,Timeout,0.9878026943844388,Failed
0,0,0.8735760573650424,-0.38000976266803654,1658.097743988037,0.9526502756649312,Success
0,0,0.5994684863225186,-0.6615147382139861,153.25117111206055,0.8927285225465411,Success
0,0,0.11670850924290765,-0.7967816286830252,Timeout,0.805283701521691,Failed
0,0,-0.27225259993793194,0.12607247451517822,774.294376373291,0.300026243857673,Success
0,0,-0.9978167407652225,0.23450419921111387,156.94427490234375,1.0250026671179822,Success
