X_true,Y_true,X_Fake,Y_Fake,Re-Localize_time (ms),Pose Diff,Status
0,0,-0.8209802585794184,-0.8592238921998456,21.349191665649414,1.1883914682898815,Success
0,0,-0.3557495177281742,0.5387375950231534,152.96554565429688,0.6455973324411741,Success
0,0,-0.9728717971825489,0.9213809647046325,151.72147750854492,1.3399337356277146,Success
0,0,0.05167325654807331,0.11566721947128378,153.56159210205078,0.12668477060207803,Success
0,0,0.9265194719746543,-0.9292178532998769,154.18004989624023,1.3122058340212575,Success
0,0,0.823044498244256,0.048525804988110766,146.41594886779785,0.824473771468737,Success
0,0,-0.6360973359251256,0.31264415991025873,172.1322536468506,0.7087779564130318,Success
0,0,-0.6460043303743475,-0.3298667490112037,1077.1009922027588,0.7253507199731931,Success
0,0,0.6063105317341124,-0.41536555514389306,150.77614784240723,0.7349428585214612,Success
0,0,-0.9528648187451711,0.5261647798827842,2501.6558170318604,1.0884855251179808,Success
