MCL_time,MCL_X,MCL_Y,Odom_time,Odom_X,Odom_Y,Distance
429.389,-0.0009343454067619454,0.030371854419624995,429.61,0.0004475336719450348,1.1324251824021363e-08,0.030403263686619813
429.389,-0.0009343454067619454,0.030371854419624995,429.71,0.0004567459101354979,1.176172258655762e-08,0.030403683353967623
429.589,-0.0009204351665086358,0.030371918405717093,429.81,0.0004659581485282491,1.2207421793076131e-08,0.030403532237916493
429.689,-0.0009066960383275048,0.03037179643493247,429.91,0.0004751703871188176,1.2661349340439195e-08,0.030403203851026347
429.689,-0.0009066960383275048,0.03037179643493247,430.01,0.0004843826259022224,1.3123505125469976e-08,0.030403623490734978
429.889,-0.0008928943185839463,0.03037039393313983,430.11,0.000493594864873172,1.3593889044964398e-08,0.03040201233811002
429.989,-0.0008790576549176319,0.030371775280605837,430.21,0.001003088051472989,1.3466279884792956e-07,0.030429903487807972
429.989,-0.0008790576549176319,0.030371775280605837,430.31,0.0034155857349058294,5.549345580645492e-06,0.03066841436042547
430.193,-0.0004265314689108487,0.030448542658126427,430.41,0.007839139986615756,4.3518135452128916e-05,0.031508520130833384
430.193,-0.0004265314689108487,0.030448542658126427,430.51,0.014257237509186541,0.00017075515585382851,0.03365051986871689
430.293,-0.00025860601693475615,0.027852724158087257,430.61,0.022682094366068217,0.0004747834658516273,0.03571872576968955
430.493,0.025581912947507054,0.04613481410119179,430.71,0.033098592736822634,0.0010725216179262524,0.04568490646704308
430.493,0.025581912947507054,0.04613481410119179,430.81,0.04548913350414787,0.002110523363319842,0.04831599740524271
430.693,0.0380166784175514,0.049229694259573326,430.91,0.05982629867435308,0.0037642637011581614,0.05042583575517579
430.693,0.0380166784175514,0.049229694259573326,431.01,0.07607015654128667,0.006236243424236334,0.05741518973271914
430.793,0.05391501222905789,0.0322017488367248,431.11,0.0941668744043035,0.009723111014994502,0.04610316222229765
430.793,0.05391501222905789,0.0322017488367248,431.21,0.1140638598087628,0.014347535251114844,0.06274278291506644
430.993,0.06847197224344682,0.034605771084421214,431.31,0.13572503506770411,0.020152800921688002,0.06878853687765393
431.193,0.11281470570853372,0.04107789419286957,431.41,0.15912433556218955,0.027144945312353123,0.04836019935535519
431.193,0.11281470570853372,0.04107789419286957,431.51,0.1842526489856804,0.035312955074657405,0.07167017694066004
431.393,0.16936237351249317,0.054503391077549014,431.61,0.21108214479663873,0.0447008791529765,0.04285590456439815
431.393,0.16936237351249317,0.054503391077549014,431.71,0.23954166559494985,0.055458681580295766,0.07018579355638437
431.593,0.21245460122745685,0.06720312989815919,431.81,0.2695605932399888,0.06771008726207271,0.05710824222040275
431.593,0.21245460122745685,0.06720312989815919,431.91,0.3011257486032808,0.08144725695177037,0.0898079480472887
431.693,0.21963886409346586,0.073344735719262,432.01,0.33425357656263116,0.0965816786027868,0.11694651695951286
431.693,0.21963886409346586,0.073344735719262,432.11,0.3689597938269794,0.11299102997510947,0.1544945588190799
431.893,0.29031332047371383,0.09684717473556485,432.21,0.40530720014234745,0.13057631178193443,0.11983842058011682
432.093,0.34497812789740395,0.11915090912892674,432.31,0.44335550068846663,0.1492138575742903,0.1028683058405275
432.093,0.34497812789740395,0.11915090912892674,432.41,0.4832112575946643,0.16874396499626299,0.1468600331477572
432.293,0.42396401845348447,0.15322990040324344,432.51,0.524927746837873,0.18898850348120794,0.10710906657871684
432.293,0.42396401845348447,0.15322990040324344,432.61,0.5685751297976158,0.20982702351149782,0.15529200838522134
432.493,0.4919340404428424,0.18251674015871072,432.71,0.6136852475417466,0.2311188588551211,0.13109356342635675
432.593,0.5735977587823049,0.2181878429020369,432.81,0.6588752252512537,0.25244713574625455,0.09190182497398273
432.593,0.5735977587823049,0.2181878429020369,432.91,0.7039674310754479,0.27395387872009547,0.14179598797103707
432.793,0.6478594522329517,0.24987768109742406,433.01,0.7489199291757822,0.2957395187690696,0.11097985472387653
432.793,0.6478594522329517,0.24987768109742406,433.11,0.7937722507315834,0.3177149805320146,0.1609112922087216
432.993,0.7226641487647247,0.2822593227143532,433.21,0.8385839728838904,0.339773885700204,0.12940375025196024
433.093,0.803430824139445,0.3179418543891101,433.31,0.8833846476069416,0.36185630673391667,0.09122002527853132
433.093,0.803430824139445,0.3179418543891101,433.41,0.9281637789399864,0.38398121419987,0.14113648379313162
433.293,0.8775927410391805,0.35087301958881295,433.51,0.972923471706901,0.40614583279137473,0.11019542680604648
433.293,0.8775927410391805,0.35087301958881295,433.61,1.0176678927632317,0.42834116178075415,0.16006986345089064
433.393,0.9395439006438282,0.3785010827394246,433.71,1.0623949800395525,0.45057715161061807,0.14243365968976424
433.593,1.0139722267385727,0.411789538913968,433.81,1.107156287155242,0.4727209908736433,0.11133692538260477
433.593,1.0139722267385727,0.411789538913968,433.91,1.1520861938068674,0.4945890008817437,0.16103173228123432
433.793,1.106713441850008,0.4533510296674951,434.01,1.1972112895339497,0.5160135861171783,0.11007477647597409
433.793,1.106713441850008,0.4533510296674951,434.11,1.2425156055376088,0.5370533202531365,0.15952523659759
433.893,1.1706805337869337,0.4820117414035767,434.21,1.287935038334735,0.5578486529091904,0.13964188477480755
434.093,1.2597737148186263,0.5199242218433456,434.31,1.3333998710118276,0.5785473932744571,0.09411422370942213
434.093,1.2597737148186263,0.5199242218433456,434.41,1.3788534278315259,0.599258683405228,0.14308715820278323
434.293,1.335465347083674,0.5513607244405911,434.51,1.4243279597131717,0.6199269458308632,0.11224032536962808
434.293,1.335465347083674,0.5513607244405911,434.61,1.4698622631963971,0.6404439141959732,0.1612400252964622
434.493,1.4324334676926647,0.5913703166448081,434.71,1.5154473898182907,0.6608770658585202,0.10827049206934171
434.493,1.4324334676926647,0.5913703166448081,434.81,1.5610251744842834,0.6813137979475175,0.1569256412586307
434.693,1.5097282414992703,0.6229656480216426,434.91,1.6066328721821204,0.7016872657850388,0.12485031257896725
434.793,1.5879341740659882,0.6547791611151689,435.01,1.6523031871516323,0.7219156340587513,0.09300900948254517
434.793,1.5879341740659882,0.6547791611151689,435.11,1.6980016262458772,0.7420885864375664,0.1404912089046836
434.993,1.6614719615913442,0.6845933922939088,435.21,1.743702578850296,0.762258898616558,0.11310970465500157
434.993,1.6614719615913442,0.6845933922939088,435.31,1.7894444452883589,0.7822952045797006,0.16100497106459405
435.193,1.7340545962499077,0.7135942845718178,435.41,1.8353202527549513,0.8020598452704948,0.13446519481683272
435.193,1.7340545962499077,0.7135942845718178,435.51,1.881305410802794,0.8215746251888042,0.1825994423492277
435.293,1.8185638935762012,0.7476775276086083,435.61,1.927342718548479,0.8409710575163019,0.14330567150321433
435.493,1.8927703854387654,0.7767797800742923,435.71,1.973434276506602,0.860210170430058,0.1160486680540507
435.493,1.8927703854387654,0.7767797800742923,435.81,2.0196851692105007,0.8790931026130029,0.16301956419011968
435.693,1.9662841476653534,0.8050941681282627,435.91,2.0661739463089095,0.8973779720386292,0.1359936481502616
435.693,1.9662841476653534,0.8050941681282627,436.01,2.112978715896599,0.9148384378173721,0.1832023500890409
435.793,2.049651007618552,0.8363818755449755,436.11,2.1601189315095906,0.9313717605480026,0.14569228003461485
