X_true,Y_true,X_Fake,Y_Fake,Re-Localize_time (ms),Pose Diff,Status
0,0,-0.3395376025231365,0.8392796446054376,142.16160774230957,0.905359655262034,Success
0,0,0.3414482170570461,0.3645991407105773,154.90484237670898,0.49951918715733734,Success
0,0,-0.4486536012883573,0.6766828185573543,189.75114822387695,0.8119049765087892,Success
0,0,-0.9371597079559122,-0.8181774257092707,Timeout,1.2440589287313764,Failed
0,0,0.03445171230450339,-0.388946557270506,1055.8140277862549,0.3904693904690754,Success
0,0,-0.4029717213564048,-0.8163016848528419,179.6703338623047,0.9103486414042328,Success
0,0,0.5576117591599508,-0.05626787480545281,1176.8121719360352,0.5604435276533908,Success
0,0,-0.2513359582085861,0.7474353726455012,159.55018997192383,0.7885616020136584,Success
0,0,-0.3731745494836385,-0.02808196619719916,684.8442554473877,0.37422966371977673,Success
0,0,-0.6110630387343912,0.6110493131291115,157.6988697052002,0.864163931429024,Success
