MCL_Timestamp,MCL_X,MCL_Y,Odom_Timestamp,Odom_X,Odom_Y
138.192,0.0006195352711230297,-0.00026857761377278443,138.489,0.00028871469189175464,5.076107047284968e-09
138.392,0.0006333535500442479,-0.0002685940477501487,138.589,0.00029792693477262677,5.3717035532372415e-09
138.392,0.0006333535500442479,-0.0002685940477501487,138.689,0.00030713917545137,5.675530195106609e-09
138.492,0.000649232143982007,-0.00026784353840772794,138.789,0.00031635141458305304,5.987586890632096e-09
138.692,0.0006630504043281086,-0.0002678599354242379,138.889,0.0003255636526536796,6.3078735527245836e-09
138.692,0.0006630504043281086,-0.0002678599354242379,138.989,0.0003347758900226,6.636390090551077e-09
138.792,0.0006768686597505382,-0.00026787631540973035,139.089,0.0003439881269543728,6.973136410378155e-09
138.992,0.0006919453556418736,-0.0002668292713676445,139.189,0.0003532003636429461,7.318112416239382e-09
138.992,0.0006919453556418736,-0.0002668292713676445,139.289,0.0003624126002293559,7.671318010438596e-09
139.092,0.0007076420130419688,-0.00026673698368896855,139.389,0.00037162483681533516,8.032753093948693e-09
139.292,0.0007214602672167498,-0.0002667533076951204,139.489,0.00038083707347339694,8.402417566719212e-09
139.292,0.0007214602672167498,-0.0002667533076951204,139.589,0.00039004931025444844,8.780311327915701e-09
139.392,0.000735106769487114,-0.00026686786392677404,139.689,0.0003992615471933876,9.166434276102354e-09
139.592,0.0007490967737400526,-0.0002667859017507041,139.789,0.00040847378431332237,9.560786309382928e-09
139.592,0.0007490967737400526,-0.0002667859017507041,139.889,0.0004176860216287888,9.963367325512556e-09
139.692,0.0007627432750414358,-0.0002669004225684471,139.989,0.0004268982591480618,1.0374177221980698e-08
139.892,0.00077656153341295,-0.0002669166733615089,140.089,0.00043611049687488653,1.0793215896074342e-08
139.892,0.00077656153341295,-0.0002669166733615089,140.189,0.0004453227348098111,1.1220483244929568e-08
139.992,0.0007903797894065577,-0.00026693290718027984,140.289,0.0004545349729512071,1.1655979165571924e-08
140.192,0.0008041980481832524,-0.00026694912094304274,140.389,0.00046374721129575886,1.2099703554937529e-08
140.192,0.0008041980481832524,-0.00026694912094304274,140.489,0.0004729594498393066,1.2551656309907202e-08
140.292,0.0008180163058925364,-0.0002669653177167354,140.589,0.00048217168857689157,1.3011837327308402e-08
140.292,0.0008180163058925364,-0.0002669653177167354,140.689,0.0004913839275033327,1.348024650394543e-08
140.492,0.0008332896640570028,-0.00026726975777512796,140.789,0.0005005961666131602,1.3956883736595001e-08
140.692,0.0008524650352851292,-0.0002672527274826136,140.889,0.0005098084059009265,1.4441748922021382e-08
140.692,0.0008524650352851292,-0.0002672527274826136,140.989,0.0005190206453612726,1.4934841956981556e-08
140.792,0.0008662832926390915,-0.0002672688623339785,141.089,0.00052823288498893,1.5436162738223937e-08
140.992,0.0008847076386338891,-0.00026729034560775584,141.189,0.0005374451247788506,1.5945711162498182e-08
140.992,0.0008847076386338891,-0.00026729034560775584,141.289,0.0005466573647261636,1.6463487126552013e-08
141.092,0.0008988256950485982,-0.0002672376447259842,141.389,0.0005558696048261766,1.6989490527132427e-08
141.092,0.0008988256950485982,-0.0002672376447259842,141.489,0.0005650818450744865,1.752372126099179e-08
141.292,0.0009126439547499923,-0.00026725371454761846,141.589,0.0005742940854669109,1.806617922488762e-08
141.492,0.0009264622191316862,-0.0002672697659381977,141.689,0.0005835063259994461,1.8616864315579568e-08
141.492,0.0009264622191316862,-0.0002672697659381977,141.789,0.0005927185666683096,1.917577642983216e-08
141.592,0.0009402804779106661,-0.0002672858002821982,141.889,0.0006019308074699194,1.9742915464413768e-08
141.792,0.0009540987416893982,-0.0002673018146141776,141.989,0.0006111430484009153,2.0318281316098806e-08
141.792,0.0009540987416893982,-0.0002673018146141776,142.089,0.0006203552894580921,2.090187388166409e-08
141.892,0.0009688898258988951,-0.00026745706287755995,142.189,0.0006295675306384887,2.1493693057897063e-08
142.092,0.000982708088294081,-0.00026747304069022436,142.289,0.0006387797719391906,2.2093738741582873e-08
142.092,0.000982708088294081,-0.00026747304069022436,142.389,0.0006479920133575693,2.270201082951922e-08
142.192,0.0009965263481614554,-0.0002674890015806794,142.489,0.0006572042548909978,2.3318509218499237e-08
142.392,0.0010103446098770736,-0.0002675049423866801,142.589,0.0006664164965370926,2.3943233805326613e-08
142.392,0.0010103446098770736,-0.0002675049423866801,142.689,0.000675628738293626,2.457618448681211e-08
142.492,0.00102416287288966,-0.00026752086628550035,142.789,0.0006848409801583478,2.5217361159760786e-08
142.692,0.0010401834307407906,-0.00026838156648288154,142.889,0.0006940532221292523,2.5866763720989948e-08
142.692,0.0010401834307407906,-0.00026838156648288154,142.989,0.000703265464204423,2.652439206731999e-08
142.792,0.001054001693839199,-0.0002683974594786515,143.089,0.0007124777063819651,2.719024609556995e-08
142.992,0.001068615045282525,-0.0002681712405560628,143.189,0.0007216899486601384,2.7864325702568052e-08
142.992,0.001068615045282525,-0.0002681712405560628,143.289,0.0007309021910372939,2.854663078514549e-08
143.092,0.0010824332999318325,-0.00026818708929925595,143.389,0.0007401144335118256,2.923716124013428e-08
143.092,0.0010824332999318325,-0.00026818708929925595,143.489,0.0007493266760822586,2.993591696437339e-08
143.292,0.0010962515595280907,-0.00026820291809611404,143.589,0.0007585389187471439,3.064289785470393e-08
143.492,0.0011161015752953452,-0.00026674580049589937,143.689,0.0007677511615050976,3.135810380796755e-08
143.492,0.0011161015752953452,-0.00026674580049589937,143.789,0.000776963404354868,3.208153472101403e-08
143.592,0.001129919833359186,-0.00026676159078865033,143.889,0.0007861756472951604,3.2813190490688024e-08
143.792,0.001145720756976747,-0.00026690272774941115,143.989,0.0007953878903248345,3.3553071013843465e-08
143.792,0.001145720756976747,-0.00026690272774941115,144.089,0.0008046001334427287,3.430117618733316e-08
143.892,0.001159777954639348,-0.0002655092486123482,144.189,0.0008138123766477706,3.5057505908014085e-08
144.092,0.0011733572707468408,-0.00026693421031901744,144.289,0.0008230246199389309,3.582206007274512e-08
144.092,0.0011733572707468408,-0.00026693421031901744,144.389,0.0008322368633152692,3.6594838578393595e-08
144.192,0.0011874144706531273,-0.00026554069658545363,144.489,0.0008414491067757796,3.7375841321819966e-08
