Timestamp,CPU Usage (%),RAM Usage (%)
2025-03-16 15:19:29.581,16.4,25.5
2025-03-16 15:19:29.683,13.3,25.5
2025-03-16 15:19:29.784,14.8,25.5
2025-03-16 15:19:29.886,13.4,25.5
2025-03-16 15:19:29.987,16.3,25.5
2025-03-16 15:19:30.088,38.8,25.5
2025-03-16 15:19:30.190,27.1,25.5
2025-03-16 15:19:30.292,14.8,25.5
2025-03-16 15:19:30.393,18.5,25.5
2025-03-16 15:19:30.496,30.4,25.5
2025-03-16 15:19:30.597,19.6,25.5
2025-03-16 15:19:30.698,16.2,25.5
2025-03-16 15:19:30.801,15.2,25.5
2025-03-16 15:19:30.902,25.0,25.5
2025-03-16 15:19:31.003,11.8,25.5
2025-03-16 15:19:31.105,9.3,25.5
2025-03-16 15:19:31.206,16.5,25.5
2025-03-16 15:19:31.307,10.7,25.5
2025-03-16 15:19:31.410,15.1,25.5
2025-03-16 15:19:31.511,17.5,25.5
2025-03-16 15:19:31.612,19.7,25.5
2025-03-16 15:19:31.714,17.8,25.5
2025-03-16 15:19:31.815,36.0,25.5
2025-03-16 15:19:31.916,24.3,25.5
2025-03-16 15:19:32.019,21.5,25.5
2025-03-16 15:19:32.120,13.6,25.5
2025-03-16 15:19:32.221,12.4,25.5
2025-03-16 15:19:32.323,10.7,25.5
2025-03-16 15:19:32.424,12.8,25.5
2025-03-16 15:19:32.527,14.0,25.5
2025-03-16 15:19:32.629,11.3,25.5
2025-03-16 15:19:32.730,10.7,25.5
2025-03-16 15:19:32.832,13.0,25.5
2025-03-16 15:19:32.933,12.0,25.5
2025-03-16 15:19:33.035,11.8,25.5
2025-03-16 15:19:33.137,27.6,25.5
2025-03-16 15:19:33.238,18.8,25.5
2025-03-16 15:19:33.340,12.7,25.5
2025-03-16 15:19:33.441,8.1,25.5
2025-03-16 15:19:33.543,12.0,25.5
2025-03-16 15:19:33.644,10.5,25.5
2025-03-16 15:19:33.747,13.1,25.5
2025-03-16 15:19:33.849,9.4,25.5
2025-03-16 15:19:33.951,20.4,25.5
2025-03-16 15:19:34.052,27.0,25.5
2025-03-16 15:19:34.153,33.7,25.5
2025-03-16 15:19:34.255,14.4,25.5
2025-03-16 15:19:34.357,12.8,25.5
2025-03-16 15:19:34.458,10.7,25.5
2025-03-16 15:19:34.560,12.6,25.5
2025-03-16 15:19:34.661,9.9,25.5
2025-03-16 15:19:34.764,12.0,25.5
2025-03-16 15:19:34.866,9.9,25.5
2025-03-16 15:19:34.967,12.7,25.5
2025-03-16 15:19:35.069,13.0,25.5
2025-03-16 15:19:35.172,19.0,25.5
2025-03-16 15:19:35.273,14.5,25.5
2025-03-16 15:19:35.376,35.8,25.5
2025-03-16 15:19:35.477,19.0,25.5
2025-03-16 15:19:35.579,14.9,25.5
2025-03-16 15:19:35.681,8.7,25.5
2025-03-16 15:19:35.782,13.4,25.5
2025-03-16 15:19:35.884,11.2,25.5
2025-03-16 15:19:35.986,13.8,25.5
2025-03-16 15:19:36.087,11.8,25.5
2025-03-16 15:19:36.189,12.0,25.5
2025-03-16 15:19:36.290,9.4,25.5
2025-03-16 15:19:36.392,16.1,25.5
2025-03-16 15:19:36.493,12.3,25.5
2025-03-16 15:19:36.595,16.6,25.5
2025-03-16 15:19:36.696,22.4,25.5
2025-03-16 15:19:36.798,35.1,25.5
2025-03-16 15:19:36.899,34.8,25.5
2025-03-16 15:19:37.000,13.2,25.5
2025-03-16 15:19:37.102,10.0,25.5
2025-03-16 15:19:37.204,11.9,25.5
2025-03-16 15:19:37.305,10.1,25.5
2025-03-16 15:19:37.407,14.9,25.5
2025-03-16 15:19:37.508,12.2,25.5
2025-03-16 15:19:37.610,13.2,25.5
2025-03-16 15:19:37.712,12.3,25.5
2025-03-16 15:19:37.814,15.5,25.5
2025-03-16 15:19:37.915,18.2,25.5
2025-03-16 15:19:38.017,33.7,25.5
2025-03-16 15:19:38.120,11.8,25.5
2025-03-16 15:19:38.222,13.5,25.5
2025-03-16 15:19:38.323,13.2,25.5
2025-03-16 15:19:38.425,12.5,25.5
2025-03-16 15:19:38.526,10.0,25.5
2025-03-16 15:19:38.627,11.9,25.5
