X_true,Y_true,X_Fake,Y_Fake,Re-Localize_time (ms),Pose Diff,Status
0,0,0.1490531304057503,0.37379582504027065,77.27694511413574,0.40241788541426715,Success
0,0,0.4940358149544446,-0.8704368454899332,156.79025650024414,1.0008654697031805,Success
0,0,0.2547175653234104,-0.6405321736137766,153.7954807281494,0.6893203199664689,Success
0,0,0.879654065611333,0.5113378877819328,2653.825521469116,1.0174761474490868,Success
0,0,0.348411068339767,-0.06644163067327025,151.9172191619873,0.35468967116083466,Success
0,0,0.6329310263578669,-0.19797529681118586,181.06317520141602,0.6631710957768742,Success
0,0,-0.8221174797268247,-0.20300961039063115,191.3294792175293,0.8468116983033134,Success
0,0,-0.4636523722494297,0.24855006598256657,512.0432376861572,0.5260709625064491,Success
0,0,-0.47423168684626726,-0.24217105617483314,184.36837196350098,0.5324871014943839,Success
0,0,-0.36470001266049157,0.1397448319931709,327.38780975341797,0.39055693221777826,Success
