Timestamp,CPU Usage (%),RAM Usage (%)
2025-03-15 13:10:10.519,15.8,21.0
2025-03-15 13:10:10.619,14.4,21.0
2025-03-15 13:10:10.719,31.1,21.0
2025-03-15 13:10:10.819,19.0,21.0
2025-03-15 13:10:10.919,28.7,21.0
2025-03-15 13:10:11.019,15.5,21.0
2025-03-15 13:10:11.119,20.6,21.0
2025-03-15 13:10:11.219,12.8,21.0
2025-03-15 13:10:11.319,17.4,21.0
2025-03-15 13:10:11.419,12.2,21.0
2025-03-15 13:10:11.519,17.4,21.0
2025-03-15 13:10:11.619,11.6,21.0
2025-03-15 13:10:11.719,20.1,21.0
2025-03-15 13:10:11.819,16.2,21.0
2025-03-15 13:10:11.920,25.3,21.0
2025-03-15 13:10:12.020,27.8,21.0
2025-03-15 13:10:12.120,37.8,21.0
2025-03-15 13:10:12.220,18.8,21.0
2025-03-15 13:10:12.320,18.5,21.0
2025-03-15 13:10:12.420,14.5,21.0
2025-03-15 13:10:12.520,17.4,21.0
2025-03-15 13:10:12.620,13.4,21.0
2025-03-15 13:10:12.720,17.0,21.0
2025-03-15 13:10:12.820,13.9,21.0
2025-03-15 13:10:12.920,19.3,21.0
2025-03-15 13:10:13.020,12.1,21.0
2025-03-15 13:10:13.120,19.1,21.0
2025-03-15 13:10:13.221,17.9,21.0
2025-03-15 13:10:13.321,33.7,21.0
2025-03-15 13:10:13.421,29.8,21.0
2025-03-15 13:10:13.521,23.3,21.0
2025-03-15 13:10:13.621,12.7,21.0
2025-03-15 13:10:13.721,18.7,21.0
2025-03-15 13:10:13.821,12.9,21.0
2025-03-15 13:10:13.921,19.6,21.0
2025-03-15 13:10:14.021,14.5,21.0
2025-03-15 13:10:14.121,18.7,21.0
2025-03-15 13:10:14.221,12.7,21.0
2025-03-15 13:10:14.321,21.2,21.0
2025-03-15 13:10:14.422,22.6,21.0
2025-03-15 13:10:14.522,32.0,21.0
2025-03-15 13:10:14.622,24.9,21.0
2025-03-15 13:10:14.722,39.7,21.0
2025-03-15 13:10:14.822,26.0,21.0
2025-03-15 13:10:14.922,18.1,21.0
2025-03-15 13:10:15.022,12.6,21.0
2025-03-15 13:10:15.122,19.6,21.0
2025-03-15 13:10:15.222,11.0,21.0
2025-03-15 13:10:15.322,17.4,21.0
2025-03-15 13:10:15.422,13.9,21.0
2025-03-15 13:10:15.522,17.3,21.0
2025-03-15 13:10:15.622,13.2,21.0
2025-03-15 13:10:15.722,16.4,21.0
2025-03-15 13:10:15.823,16.8,21.0
2025-03-15 13:10:15.923,32.8,21.0
2025-03-15 13:10:16.023,33.7,21.0
2025-03-15 13:10:16.123,29.9,21.0
2025-03-15 13:10:16.223,12.7,21.0
2025-03-15 13:10:16.323,16.9,21.0
2025-03-15 13:10:16.423,20.6,21.0
2025-03-15 13:10:16.523,18.5,21.0
2025-03-15 13:10:16.623,12.1,21.0
2025-03-15 13:10:16.723,15.9,21.0
2025-03-15 13:10:16.823,12.1,21.0
2025-03-15 13:10:16.923,15.2,21.0
2025-03-15 13:10:17.023,12.8,21.0
2025-03-15 13:10:17.124,21.8,21.0
2025-03-15 13:10:17.224,27.0,21.0
2025-03-15 13:10:17.324,36.6,21.0
2025-03-15 13:10:17.424,31.4,21.0
2025-03-15 13:10:17.524,35.1,21.0
2025-03-15 13:10:17.624,22.2,21.0
2025-03-15 13:10:17.724,18.2,21.0
2025-03-15 13:10:17.824,14.8,21.0
2025-03-15 13:10:17.924,17.0,21.0
2025-03-15 13:10:18.024,12.8,21.0
2025-03-15 13:10:18.124,18.0,21.0
2025-03-15 13:10:18.224,10.9,21.0
2025-03-15 13:10:18.324,17.4,21.0
2025-03-15 13:10:18.424,12.8,21.0
2025-03-15 13:10:18.525,26.3,21.0
2025-03-15 13:10:18.625,35.6,21.0
2025-03-15 13:10:18.725,37.6,21.0
2025-03-15 13:10:18.825,19.6,21.0
2025-03-15 13:10:18.925,17.4,21.0
2025-03-15 13:10:19.025,16.0,21.0
2025-03-15 13:10:19.125,21.3,21.0
2025-03-15 13:10:19.225,11.5,21.0
2025-03-15 13:10:19.325,16.3,21.0
2025-03-15 13:10:19.425,12.2,21.0
2025-03-15 13:10:19.525,17.4,21.0
2025-03-15 13:10:19.625,12.1,21.0
2025-03-15 13:10:19.725,19.1,21.0
2025-03-15 13:10:19.825,11.5,21.0
2025-03-15 13:10:19.925,20.1,21.0
2025-03-15 13:10:20.026,13.8,21.0
2025-03-15 13:10:20.126,28.4,21.0
2025-03-15 13:10:20.226,28.4,21.0
2025-03-15 13:10:20.326,20.3,21.0
2025-03-15 13:10:20.426,12.1,21.0
2025-03-15 13:10:20.526,17.0,21.0
2025-03-15 13:10:20.626,11.6,21.0
2025-03-15 13:10:20.726,17.4,21.0
2025-03-15 13:10:20.826,11.5,21.0
2025-03-15 13:10:20.926,17.6,21.0
2025-03-15 13:10:21.026,11.4,21.0
2025-03-15 13:10:21.126,20.3,21.0
2025-03-15 13:10:21.226,12.1,21.0
2025-03-15 13:10:21.327,27.2,21.0
2025-03-15 13:10:21.427,31.4,21.0
2025-03-15 13:10:21.527,34.6,21.0
2025-03-15 13:10:21.627,16.6,21.0
2025-03-15 13:10:21.727,24.8,21.0
2025-03-15 13:10:21.827,12.8,21.0
2025-03-15 13:10:21.927,17.4,21.0
2025-03-15 13:10:22.027,12.2,21.0
2025-03-15 13:10:22.127,17.6,21.0
2025-03-15 13:10:22.227,10.9,21.0
2025-03-15 13:10:22.327,17.1,21.0
2025-03-15 13:10:22.428,13.2,21.0
2025-03-15 13:10:22.527,26.2,21.0
2025-03-15 13:10:22.627,18.7,21.0
2025-03-15 13:10:22.727,22.5,21.0
2025-03-15 13:10:22.828,32.6,21.0
2025-03-15 13:10:22.928,35.1,21.0
2025-03-15 13:10:23.028,17.8,21.0
2025-03-15 13:10:23.128,18.5,21.0
2025-03-15 13:10:23.228,12.2,21.0
2025-03-15 13:10:23.328,17.3,21.0
2025-03-15 13:10:23.428,12.8,21.0
2025-03-15 13:10:23.528,18.0,21.0
2025-03-15 13:10:23.628,11.5,21.0
2025-03-15 13:10:23.728,18.5,21.0
2025-03-15 13:10:23.828,12.8,21.0
2025-03-15 13:10:23.928,19.2,21.0
2025-03-15 13:10:24.029,19.3,21.0
2025-03-15 13:10:24.129,37.8,21.0
2025-03-15 13:10:24.229,19.9,21.0
2025-03-15 13:10:24.329,16.8,21.0
2025-03-15 13:10:24.429,10.9,21.0
2025-03-15 13:10:24.529,18.1,21.0
2025-03-15 13:10:24.630,13.8,21.0
2025-03-15 13:10:24.729,18.1,21.0
2025-03-15 13:10:24.829,15.0,21.0
2025-03-15 13:10:24.929,20.6,21.0
2025-03-15 13:10:25.030,14.6,21.0
2025-03-15 13:10:25.129,18.5,21.0
2025-03-15 13:10:25.229,16.0,21.0
2025-03-15 13:10:25.330,23.1,21.0
2025-03-15 13:10:25.430,32.3,21.0
2025-03-15 13:10:25.530,33.9,21.0
2025-03-15 13:10:25.630,29.7,21.0
2025-03-15 13:10:25.730,28.9,21.0
2025-03-15 13:10:25.830,13.9,21.0
2025-03-15 13:10:25.930,17.0,21.0
2025-03-15 13:10:26.030,11.6,21.0
2025-03-15 13:10:26.130,18.2,21.0
2025-03-15 13:10:26.230,12.2,21.0
2025-03-15 13:10:26.330,16.9,21.0
2025-03-15 13:10:26.430,31.6,21.0
2025-03-15 13:10:26.530,15.8,21.0
2025-03-15 13:10:26.631,12.7,21.0
2025-03-15 13:10:26.731,31.3,21.0
2025-03-15 13:10:26.831,24.7,21.0
2025-03-15 13:10:26.931,18.5,21.0
2025-03-15 13:10:27.031,12.2,21.0
2025-03-15 13:10:27.131,17.0,21.0
2025-03-15 13:10:27.231,13.9,21.0
2025-03-15 13:10:27.331,17.4,21.0
2025-03-15 13:10:27.431,11.0,21.0
2025-03-15 13:10:27.531,17.0,21.0
2025-03-15 13:10:27.631,12.1,21.0
2025-03-15 13:10:27.731,16.3,21.0
2025-03-15 13:10:27.831,12.2,21.0
2025-03-15 13:10:27.932,20.8,21.0
2025-03-15 13:10:28.031,15.0,21.0
2025-03-15 13:10:28.131,15.8,21.0
2025-03-15 13:10:28.232,18.6,21.0
2025-03-15 13:10:28.332,36.9,21.0
2025-03-15 13:10:28.432,25.6,21.0
2025-03-15 13:10:28.532,16.9,21.0
2025-03-15 13:10:28.632,12.8,21.0
2025-03-15 13:10:28.732,17.6,21.0
2025-03-15 13:10:28.832,12.2,21.0
2025-03-15 13:10:28.932,18.0,21.0
2025-03-15 13:10:29.032,12.7,21.0
2025-03-15 13:10:29.132,16.4,21.0
2025-03-15 13:10:29.232,12.7,21.0
2025-03-15 13:10:29.332,18.0,21.0
2025-03-15 13:10:29.433,21.6,21.0
2025-03-15 13:10:29.533,38.8,21.0
2025-03-15 13:10:29.633,17.8,21.0
2025-03-15 13:10:29.733,20.1,21.0
2025-03-15 13:10:29.833,11.6,21.0
2025-03-15 13:10:29.933,18.0,21.0
2025-03-15 13:10:30.033,13.3,21.0
2025-03-15 13:10:30.133,18.0,21.0
2025-03-15 13:10:30.233,15.7,21.0
2025-03-15 13:10:30.333,20.1,21.0
2025-03-15 13:10:30.433,12.2,21.0
2025-03-15 13:10:30.533,18.0,21.0
2025-03-15 13:10:30.633,11.4,21.0
2025-03-15 13:10:30.734,19.7,21.0
2025-03-15 13:10:30.834,28.8,21.0
2025-03-15 13:10:30.934,25.0,21.0
2025-03-15 13:10:31.034,12.8,21.0
2025-03-15 13:10:31.134,21.7,21.0
2025-03-15 13:10:31.234,15.0,21.0
2025-03-15 13:10:31.334,17.4,21.0
2025-03-15 13:10:31.434,12.1,21.0
2025-03-15 13:10:31.534,17.0,21.0
2025-03-15 13:10:31.634,11.0,21.0
2025-03-15 13:10:31.734,16.3,21.0
2025-03-15 13:10:31.834,12.2,21.0
2025-03-15 13:10:31.934,17.0,21.0
2025-03-15 13:10:32.034,12.8,21.0
2025-03-15 13:10:32.134,19.2,21.0
2025-03-15 13:10:32.235,26.0,21.0
2025-03-15 13:10:32.335,20.1,21.0
2025-03-15 13:10:32.435,12.2,21.0
2025-03-15 13:10:32.535,21.3,21.0
2025-03-15 13:10:32.635,14.0,21.0
2025-03-15 13:10:32.735,17.4,21.0
2025-03-15 13:10:32.835,12.8,21.0
2025-03-15 13:10:32.935,17.4,21.0
2025-03-15 13:10:33.035,11.6,21.0
2025-03-15 13:10:33.135,17.0,21.0
2025-03-15 13:10:33.235,10.9,21.0
2025-03-15 13:10:33.336,21.2,21.0
2025-03-15 13:10:33.436,17.2,21.0
2025-03-15 13:10:33.536,33.7,21.0
2025-03-15 13:10:33.636,30.9,21.0
2025-03-15 13:10:33.736,31.9,21.0
2025-03-15 13:10:33.836,12.2,21.0
2025-03-15 13:10:33.936,18.2,21.0
2025-03-15 13:10:34.036,12.1,21.0
2025-03-15 13:10:34.136,18.8,21.0
2025-03-15 13:10:34.236,11.5,21.0
2025-03-15 13:10:34.336,18.5,21.0
2025-03-15 13:10:34.436,12.2,21.0
2025-03-15 13:10:34.536,17.3,21.0
2025-03-15 13:10:34.636,12.1,21.0
2025-03-15 13:10:34.737,18.1,21.0
2025-03-15 13:10:34.837,33.2,21.0
2025-03-15 13:10:34.937,17.4,21.0
2025-03-15 13:10:35.037,14.0,21.0
2025-03-15 13:10:35.137,19.6,21.0
2025-03-15 13:10:35.237,13.8,21.0
2025-03-15 13:10:35.337,17.6,21.0
2025-03-15 13:10:35.437,13.3,21.0
2025-03-15 13:10:35.537,18.4,21.0
2025-03-15 13:10:35.637,12.9,21.0
2025-03-15 13:10:35.737,17.6,21.0
2025-03-15 13:10:35.837,15.7,21.0
2025-03-15 13:10:35.937,24.1,21.0
2025-03-15 13:10:36.038,33.0,21.0
2025-03-15 13:10:36.138,40.1,21.0
2025-03-15 13:10:36.238,30.5,21.0
2025-03-15 13:10:36.338,24.5,21.0
2025-03-15 13:10:36.438,11.6,21.0
2025-03-15 13:10:36.538,16.9,21.0
2025-03-15 13:10:36.638,13.3,21.0
